text,topic
"while I have people's attention, check out this blog post by <@UHK31ESN4> about authoring new visualization plugins to Superset!\n<https://preset.io/blog/2020-07-02-hello-world/>",1.0
"please ignore my previous post, this was archived by accident!",1.0
"Thanks for the comment <@UFG3USN8K> :slightly_smiling_face:\n\n\u2022 Regard your first bullet, when you write Permission model, it is little bit confusing, I\u2019m not sure if you mean Security models, Permission model or resource/view menu model.\n\u2022 Regard the auto CRUD, the implementation should not change the design. In java, spring have that ability, and there is spring for python so I\u2019m sure a solution for it will be found, worst case we have to implement dynamic association by join.\n\u2022 Regard db constraint - if you can write a constraint for it at DB level (worst case, it can be done by trigger), it should be written at SQLAlchemy level. if there is a feature we can do at DB level but not at SQLAlchemy level, we can announce of missing feature and starting with SQLAlchemy contribution.\n\u2022 Regard your second bullet - yes - if it a little bit confusing, we can think of can_access.dashboard* or dashboard[all] , it doesn\u2019t really matter.\n\u2022 third bullet - we agree with you, and I have ideas how to do it more efficiently then create a role for one user \u201cdashboad_x_owner_role\u201d but let\u2019s focus on it later.\n\u2022 Your first note - true, that what we think too.\n\u2022 BTW I think the discussion should be at FAB level, probably not only superset cases.",1.0
"distributing the chats in a proper manner, and bringing back focus on stackoverflow community is something that\nis making good impact!",1.0
<@UHK31ESN4> set the channel purpose: Paving the path to Superset graduation,1.0
"Hi Team, is it possible to add two date filters in the same dashboard?",1.0
"Hey everyone!? I tried to add new custom chart using: <https://preset.io/blog/2020-07-02-hello-world/>\nHave completed till npm linking command as: npm link ../../superset-ui/plugins/plugin-chart-hello-world\nEverything was fine till here, now I did superset init and when I am running my dev server I can't see this chart. Does anyone know what else needs to be done?",1.0
"Hi, I have dockerized superset setup. I am trying to use pinot as my datasource and trying to create charts\nI noticed that the query is getting created using below query (noticed the double quotes when I exported the query in SQLlab)\nwhen I change it to single quote, query works. Wondering how to get around this\n```\nSELECT COUNT(*)\nFROM table\nWHERE timestamp &gt;= 1593734400000\n  AND timestamp &lt; 1594339200000\nGROUP BY DATETIMECONVERT(timestamp, ""1:MILLISECONDS:EPOCH"", ""1:MILLISECONDS:EPOCH"", ""1:HOURS"")\nORDER BY COUNT(*) DESC\nLIMIT 50000;```\n",1.0
<@ULGLSLSNQ> has joined the channel,1.0
<@U014G7G722U> has joined the channel,1.0
<@UCYURJM1V> has joined the channel,1.0
<@ULS7R8TSR> has joined the channel,1.0
,1.0
<@U012MAY95H6> has joined the channel,1.0
"<@U0189PUDPE1> You can also create a calculated column and use a SQL expression to show something. For example if you want them to review a row that a value is higher than something you create a calculated column as sql expression `case when row &gt; xx then ""LOOK AT THIS"" else null end`   make sense? I did a <https://www.youtube.com/watch?v=prhq2mMw7Y8&amp;t=4s|short demo> how to create metrics and calculated columns, maybe this can help.",1.0
<@UTQAXQT6H> has joined the channel,1.0
,1.0
,2.0
,1.0
"Hi everyone, I see two helm charts for Superset (<https://github.com/apache/incubator-superset/tree/master/helm/superset|1st> and <https://github.com/helm/charts/tree/master/stable/superset|2nd>), which is one is stable, active and ready for production? <#C0170U650CQ|beginners>",2.0
<@U014D0Q95K5>  Thanks for your suggestions. is Airflow is good to pull data using rest API frequently...our sla is 15 mins..so need to push the data every 30 sec,1.0
"Hi, i use superset with docker image.\nhave one problem: if i change language then not all text is translated.\nif i use pip+venv+pypy -  all text is translate.\n\nwhat i should do for translating in docker?",2.0
,1.0
,1.0
also would need help identifying / labeling merged PRs with `changelog-highlight` that should be surfaced in the change log summary,1.0
,1.0
I am using filter box visualization type in cascading and whenever there is no data for filter box I am getting error.\nsuperset Version - 0.36.0\nIs there a way we could have filter show no data instead of the error,2.0
Does superset support logo and favicon on a dashboard layer?,1.0
<@UKQ7FMSE4> has joined the channel,1.0
I have done like so many changes in variables.less and when I do a superset init and re run the superset it doesn't affect anything. Does anyone know what can cause this?,1.0
<@UCYURJM1V> has joined the channel,1.0
<@U01880WS0EA> has joined the channel,1.0
<@UN6HN2A59> has joined the channel,1.0
And then follow up question - can I just build the front end and copy the assets folder into my virtualenv? Or there is more that's required to link it back up to the flask app?,1.0
<@UFG3USN8K> has joined the channel,1.0
<@U016GVB8AKY> has joined the channel,1.0
"Subject: Customize superset, How to add a new number format(Indian number format) option in the charts.\n\nHey Team,\n\nI am new to superset customization so need some guidance, I want to change the number format option available inside the chart, I want to add or modify existing format to indian number format. I will write the logic in javascript to change the original number to indian number format, but I don't know where to write my code for this.\n\nCould you please guide me, how can I get it done. I found that superset is using D3 format and a superset-ui-number-format package is there for it. but next don't know how to modify it. Let me know if you need more information on this problem.",2.0
"Hey all - I need to add a new country to superset and am following these instructions:\u00a0<https://superset.incubator.apache.org/visualization.html#need-to-add-a-new-country>\u00a0- I think this is a very basic / dumb question, but am I reading it right that this will require building superset from source and getting off a pip version? There's no way to do this without e.g. forking, yeah?",1.0
"Hey everyone? Has anyone tried superset pluggin: @superset-ui/connection? <https://openbase.io/js/@superset-ui/connection>\n\nIf yes, do you have any documentation or link to get started with it?",1.0
"Hello, I tried git cloning the superset repo and running `docker-compose up --build`.  However the website that it creates shows a blank page with missing images when I login as the default admin user.  Is there more needed to setup a vanilla superset instance?",1.0
"I'm setting up datasource in supperset connect Google Sheets\nI did install gsheetsdb\u00a0, add datasource follow this instruction : <https://preset.io/blog/2020-06-01-connect-superset-google-sheets/>\n\nBut it ERROR: Could not load database driver: gsheets\n\nI ignore\u00a0it, and hit SAVE, but it error\u00a0-&gt; Can't load plugin: sqlalchemy.dialects:gsheets, no record save. Why ?. Please help me. Thanks.",1.0
"Hi all, I am trying to setup a connection to my azure SQL Server database using mssql+pymssql but I keep getting ERROR: Connection failed, please check your connection settings\nNow this is not very clear...i tried all the different type of connection strings but I keep getting the same message. Any ideas? is there a way to get more details on the error?\nI am running Superset on my macbook using docker",2.0
"Hi all, I have set up apache-superset on a centos VPS using docker and its running well in the browser. But when I try to connect mysql database data for visualization in the same server located in phpmyAdmin, I get an error saying ""ERROR: Connection failed, please check your connection settings"". How do i resolve resolve this? I have really searched online but I have not gotten a working solution.",1.0
,1.0
after this we no need to run superset on virtual env righ?,1.0
Feature request: having the option to display the value on the marker points on the line chart so you can see the values easily,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
<@U01880WS0EA> has joined the channel,1.0
"Is there a way to set ""user lockout"" after x amount of failed logins?",2.0
"For superset, I have to move evreything from 1 server to another server/ bigger instance. Will copying over the MySQL instance be enough? I have not made any changes to the UI elements of the superset",2.0
<@URV1TB21E> Like this?,2.0
thank you!,2.0
"Hi there, does anyone know how do I produce a column to show % of total in Superset Dashboard?",2.0
,2.0
,2.0
,1.0
,1.0
Is there any way to pull data from rest api directly,1.0
"how can you put the whole block, the Most Populated Countries, in the right side? I am so upset since every block has to be put in a line in my superset.",1.0
Hi. I'm trying to use a Custom OAuth2 config. Do I create a new file named `superset_config.py` or modify the existing `config.py` ?,1.0
"I\u2019m sure this is an easy fix, but something is not cooperating with SQL Lab here. :sweat_smile: I uploaded as csv into a database, and it shows the types as all BIGINT or TEXT, but is asking for a tuple in field tuple? I just copied/pasted the suggested SELECT statement into the query-making box. Ack! What am I doing wrong?",2.0
<!here> I'll have a few architectural things to share for tomorrow's meeting that we can discuss in more detail (and I'll be able to focus more on this project).,1.0
"If there are other relevant parts, its worth bringing those up, but yeah, the focus is SIP-45",1.0
i didn\u2019t think about or prepare many other topic\u2026given we are still in phase 0.,2.0
<@UHK31ESN4> has joined the channel,2.0
,2.0
<@U01880WS0EA> has joined the channel,2.0
,2.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,2.0
"that is interesting, I did not now that markup &amp; iframe are part of the requirement - that definitely changes the story",1.0
"Hey everyone, is there a way to convert back date column values (presented as string) to actual date in a heatmap viz type? I'd really appreciate your help!",1.0
,1.0
,2.0
"Performance Question:\nOur Superset performance has significantly slowed over the past 4-6 weeks and I'm wondering if the new version will help resolve this issue.\n\nSymptoms:\n\u2022 Loading the dashboard initially performs well\n\u2022 Filtering and drilling around has really slow response time, so slow that some of the charts just time out and don't render at all\nBackground:\n\u2022 We are on the previous version of Superset.\n\u2022 Changes on our end include modeling a new star schema for reporting and adding some new data, but not a lot. Maybe 10-20% increase in data size since when we had good performance. \n\u2022 We've tested performance directly on the database, and it seems the data is pulled on the initial dashboard opening but not for filtering so it seems the performance issue resides in Superset itself.\nWhat about the latest release of Superset?\n\u2022 We could stand up a new instance with the latest version and test if performance improves, but I'm not sure it will help our circumstance if there haven't been specific performance improvements made to this version.\nWould an upgrade improve performance?\nWhat else should we be considering?",0.0
